sample_id,height,width,bbox,dice,iou,infer_ms
case057,618,676,"[215, 90, 304, 136]",0.8080347898119528,0.6779013203624812,1150.7651249412447
case058,470,503,"[146, 75, 396, 210]",0.8399412628487962,0.7240506329115243,1110.091207898222
case059,532,545,"[202, 110, 341, 188]",0.7922867658827074,0.6560222605013171,1128.0542499152943
case060,532,545,"[244, 101, 325, 219]",0.8290942360477318,0.7080793874047381,1153.9353750413284
case062,519,1024,"[448, 140, 537, 257]",0.7837549933423543,0.644405517845802,1137.0716670062393
case063,469,433,"[199, 69, 265, 121]",0.7698935631024585,0.6258755665445987,1126.6071670688689
case064,537,485,"[193, 127, 369, 209]",0.9083798349788199,0.8321391121986786,1138.8390419306234
case065,532,545,"[220, 131, 319, 185]",0.7356009070298781,0.5817790530856485,1144.8891659965739
case066,470,503,"[124, 105, 274, 242]",0.7913333919311808,0.6547160206532945,1121.203500078991
case067,532,545,"[216, 55, 426, 188]",0.891161296302051,0.8036888443108193,1146.1213750299066
case068,532,545,"[214, 10, 362, 88]",0.866505472130398,0.76445492309446,1125.282624969259
case069,537,485,"[235, 160, 346, 250]",0.22597986511658097,0.12738292011115437,1133.407875080593
case070,526,623,"[286, 65, 393, 180]",0.8711829141424202,0.7717662365827043,1121.5180420549586
case071,532,545,"[183, 70, 396, 159]",0.8961485313397243,0.8118379662323864,1139.8400409379974
case072,470,503,"[175, 99, 403, 240]",0.8606930346517674,0.7554531490016434,1122.1007920103148
case073,537,485,"[149, 0, 332, 199]",0.2508600650862387,0.14341909419549811,1119.77133306209
case074,385,930,"[477, 37, 603, 136]",0.7628494138865624,0.616618075802215,1133.5672499844804
case075,469,433,"[177, 76, 221, 129]",0.6650485436906753,0.4981818181848595,1158.3717500325292
case076,537,485,"[107, 0, 344, 203]",0.7107934238742418,0.5513417609227098,1108.190166996792
case077,538,831,"[264, 66, 686, 442]",0.8209682581901704,0.6963071722988448,1117.4319999990985
